OTU	pident	title	genus	species
Otu09682	93.305	Anaerobium acetethylicum	Anaerobium	acetethylicum
Otu09686	93.6	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu09691	94.4	Anaerostipes hadrus	Anaerostipes	hadrus
Otu09692	99.2	Campylobacter upsaliensis	Campylobacter	upsaliensis
Otu09693	94.048	Negativibacillus massiliensis	Negativibacillus	massiliensis
Otu09701	96.016	Flintibacter butyricus	Flintibacter	butyricus
Otu09702	98.024	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu09703	97.619	Prevotella copri	Prevotella	copri
Otu09705	95.257	Pseudoflavonifractor capillosus	Pseudoflavonifractor	capillosus
Otu09706	97.619	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu09707	98.413	Fusicatenibacter saccharivorans	Fusicatenibacter	saccharivorans
Otu09708	93.676	Acutalibacter muris	Acutalibacter	muris
Otu09716	93.359	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu09718	96.443	Treponema bryantii	Treponema	bryantii
Otu09719	97.222	Olsenella umbonata	Olsenella	umbonata
Otu09725	96.443	Eubacterium oxidoreducens	Eubacterium	oxidoreducens
Otu09727	97.647	Blautia wexlerae	Blautia	wexlerae
Otu09730	95.257	Treponema porcinum	Treponema	porcinum
Otu09731	98.039	Dorea longicatena	Dorea	longicatena
Otu09733	98.819	Treponema succinifaciens	Treponema	succinifaciens
Otu09735	98.024	Collinsella aerofaciens	Collinsella	aerofaciens
Otu09736	94.979	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu09737	98.419	Eubacterium coprostanoligenes	Eubacterium	coprostanoligenes
Otu09739	99.582	Streptococcus porcorum	Streptococcus	porcorum
Otu09741	97.458	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09743	98.413	Clostridium bornimense	Clostridium	bornimense
Otu09746	94.488	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu09747	95.6	Hespellia porcina	Hespellia	porcina
Otu09748	94.118	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu09749	93.359	Ruminobacter amylophilus	Ruminobacter	amylophilus
Otu09751	96.032	Mitsuokella jalaludinii	Mitsuokella	jalaludinii
Otu09752	96.825	Romboutsia timonensis	Romboutsia	timonensis
Otu09753	94.862	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu09756	99.206	Sharpea azabuensis	Sharpea	azabuensis
Otu09759	93.75	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu09760	96.443	Clostridium saudiense	Clostridium	saudiense
Otu09761	97.255	Prevotella copri	Prevotella	copri
Otu09762	98.031	Actinobacillus porcinus	Actinobacillus	porcinus
Otu09764	97.619	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09765	93.333	Parabacteroides chongii	Parabacteroides	chongii
Otu09766	95.635	Propionispira arcuata	Propionispira	arcuata
Otu09771	96.429	Olsenella umbonata	Olsenella	umbonata
Otu09773	93.701	Parabacteroides chongii	Parabacteroides	chongii
Otu09775	98.824	Prevotella copri	Prevotella	copri
Otu09777	93.023	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu09778	99.606	Chlamydia suis	Chlamydia	suis
Otu09780	97.244	Blautia luti	Blautia	luti
Otu09781	96.838	Holdemanella biformis	Holdemanella	biformis
Otu09785	95.669	Roseburia inulinivorans	Roseburia	inulinivorans
Otu09786	95.312	Prevotella copri	Prevotella	copri
Otu09788	97.628	Clostridium butyricum	Clostridium	butyricum
Otu09790	93.952	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu09793	96.443	Eubacterium oxidoreducens	Eubacterium	oxidoreducens
Otu09794	94.862	Muricomes intestini	Muricomes	intestini
Otu09795	95.257	Prevotella copri	Prevotella	copri
Otu09796	97.222	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu09798	96.457	Blautia stercoris	Blautia	stercoris
Otu09804	97.61	Methanobrevibacter wolinii	Methanobrevibacter	wolinii
Otu09805	98.76	Cloacibacillus porcorum	Cloacibacillus	porcorum
Otu09809	96.85	[Eubacterium] hallii	[Eubacterium]	hallii
Otu09813	94.488	Cuneatibacter caecimuris	Cuneatibacter	caecimuris
Otu09814	98.425	Lactobacillus crispatus	Lactobacillus	crispatus
Otu09815	97.628	Bifidobacterium thermophilum	Bifidobacterium	thermophilum
Otu09816	98.024	Lactobacillus mucosae	Lactobacillus	mucosae
Otu09817	96.85	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu09819	96.429	Selenomonas bovis	Selenomonas	bovis
Otu09822	93.333	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu09827	96.471	Muricomes intestini	Muricomes	intestini
Otu09828	96.063	Holdemanella biformis	Holdemanella	biformis
Otu09831	99.203	Campylobacter coli	Campylobacter	coli
Otu09833	95.652	Ruminococcus lactaris	Ruminococcus	lactaris
Otu09834	97.638	Clostridium chartatabidum	Clostridium	chartatabidum
Otu09835	96.443	Lactobacillus leichmannii	Lactobacillus	leichmannii
Otu09836	98.024	Lactobacillus mucosae	Lactobacillus	mucosae
Otu09837	98.419	Terrisporobacter petrolearius	Terrisporobacter	petrolearius
Otu09842	97.638	Desulfovibrio piger	Desulfovibrio	piger
Otu09845	96.443	Blautia faecis	Blautia	faecis
Otu09847	96.838	[Eubacterium] rectale	[Eubacterium]	rectale
Otu09848	97.244	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu09849	95.257	Ruminococcus lactaris	Ruminococcus	lactaris
Otu09851	97.244	Coprococcus catus	Coprococcus	catus
Otu09852	97.647	Roseburia faecis	Roseburia	faecis
Otu09854	97.233	Falcatimonas natans	Falcatimonas	natans
Otu09856	96.85	Ruminococcus lactaris	Ruminococcus	lactaris
Otu09857	95.703	Prevotella copri	Prevotella	copri
Otu09860	95.238	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09862	97.628	Escherichia marmotae	Escherichia	marmotae
Otu09866	95.669	Peptococcus niger	Peptococcus	niger
Otu09868	95.257	Olsenella uli	Olsenella	uli
Otu09870	94.466	Kineothrix alysoides	Kineothrix	alysoides
Otu09872	93.651	Syntrophococcus sucromutans	Syntrophococcus	sucromutans
Otu09875	96.047	Clostridium chartatabidum	Clostridium	chartatabidum
Otu09876	96.653	Gemmiger formicilis	Gemmiger	formicilis
Otu09879	96.838	Clostridium bornimense	Clostridium	bornimense
Otu09881	95.257	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu09886	94.4	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu09888	94.071	Prevotella copri	Prevotella	copri
Otu09889	98.819	Methanobrevibacter smithii	Methanobrevibacter	smithii
Otu09890	94.862	Enterorhabdus muris	Enterorhabdus	muris
Otu09893	98.413	Collinsella aerofaciens	Collinsella	aerofaciens
Otu09894	98.431	Methanosphaera stadtmanae	Methanosphaera	stadtmanae
Otu09895	97.244	Prevotella stercorea	Prevotella	stercorea
Otu09899	97.628	Collinsella aerofaciens	Collinsella	aerofaciens
Otu09900	93.281	Parabacteroides distasonis	Parabacteroides	distasonis
Otu09901	94.444	[Eubacterium] rectale	[Eubacterium]	rectale
Otu09902	95.652	Lachnoclostridium pacaense	Lachnoclostridium	pacaense
Otu09905	95.257	Murimonas intestini	Murimonas	intestini
Otu09906	97.131	Blautia obeum	Blautia	obeum
Otu09907	96.838	Blautia faecicola	Blautia	faecicola
Otu09909	95.257	Blautia schinkii	Blautia	schinkii
Otu09913	98.814	Blautia wexlerae	Blautia	wexlerae
Otu09915	94.071	Prevotella multisaccharivorax	Prevotella	multisaccharivorax
Otu09916	97.083	Lachnospira pectinoschiza	Lachnospira	pectinoschiza
Otu09917	98.814	Campylobacter coli	Campylobacter	coli
Otu09918	98.047	Coprococcus comes	Coprococcus	comes
Otu09919	96.838	Selenomonas bovis	Selenomonas	bovis
Otu09920	99.206	Olsenella scatoligenes	Olsenella	scatoligenes
Otu09921	98.431	Escherichia marmotae	Escherichia	marmotae
Otu09923	95.238	Olsenella profusa	Olsenella	profusa
Otu09924	98.425	Lactobacillus mucosae	Lactobacillus	mucosae
Otu09928	97.233	Fusicatenibacter saccharivorans	Fusicatenibacter	saccharivorans
Otu09929	93.227	Aminicella lysinilytica	Aminicella	lysinilytica
Otu09931	98.81	Methanosphaera stadtmanae	Methanosphaera	stadtmanae
Otu09932	96.047	Olsenella uli	Olsenella	uli
Otu09933	97.6	Bifidobacterium boum	Bifidobacterium	boum
Otu09935	98.79	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu09937	98.419	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09939	98.024	Selenomonas bovis	Selenomonas	bovis
Otu09940	97.619	Selenomonas bovis	Selenomonas	bovis
Otu09941	93.701	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu09942	98.819	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09943	98.394	Acidaminococcus fermentans	Acidaminococcus	fermentans
Otu09944	96.825	Olsenella uli	Olsenella	uli
Otu09945	98.016	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09949	98.425	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09951	95.686	Prevotella copri	Prevotella	copri
Otu09952	98.824	Megasphaera elsdenii	Megasphaera	elsdenii
Otu09953	98.374	Fibrobacter intestinalis	Fibrobacter	intestinalis
Otu09954	98.024	Prevotella copri	Prevotella	copri
Otu09955	97.638	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu09956	98.814	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu09957	97.143	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu09958	96.234	Prevotella copri	Prevotella	copri
Otu09959	96.063	Lachnospira pectinoschiza	Lachnospira	pectinoschiza
Otu09965	93.333	Prevotella multisaccharivorax	Prevotella	multisaccharivorax
Otu09967	97.647	Prevotella copri	Prevotella	copri
Otu09969	97.628	Lactobacillus caviae	Lactobacillus	caviae
Otu09971	98.419	Selenomonas bovis	Selenomonas	bovis
Otu09973	95.257	Prevotella copri	Prevotella	copri
Otu09974	93.023	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu09975	97.244	Prevotella copri	Prevotella	copri
Otu09976	99.588	Roseburia faecis	Roseburia	faecis
Otu09978	97.619	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu09979	98.024	Selenomonas bovis	Selenomonas	bovis
Otu09981	96.825	Selenomonas bovis	Selenomonas	bovis
Otu09983	93.227	Oscillibacter ruminantium	Oscillibacter	ruminantium
Otu09984	98.819	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu09985	97.628	Bifidobacterium thermophilum	Bifidobacterium	thermophilum
Otu09988	95.257	Prevotella copri	Prevotella	copri
Otu09989	96.032	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu09990	97.255	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu09991	96.443	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu09993	97.233	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu09994	96.838	Prevotella copri	Prevotella	copri
Otu09995	93.676	Prevotella paludivivens	Prevotella	paludivivens
Otu09996	93.249	Prevotella multisaccharivorax	Prevotella	multisaccharivorax
Otu09997	98.425	Roseburia faecis	Roseburia	faecis
Otu10000	97.059	Selenomonas bovis	Selenomonas	bovis
Otu10001	99.209	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu10003	96.8	Mitsuokella multacida	Mitsuokella	multacida
Otu10004	97.638	Prevotella copri	Prevotella	copri
Otu10005	94.071	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu10006	97.647	Agathobacter ruminis	Agathobacter	ruminis
Otu10007	96.443	Prevotella copri	Prevotella	copri
Otu10009	98.425	Gemmiger formicilis	Gemmiger	formicilis
Otu10011	97.233	Treponema succinifaciens	Treponema	succinifaciens
Otu10013	98.024	Bifidobacterium thermophilum	Bifidobacterium	thermophilum
Otu10014	97.619	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu10015	97.656	Prevotella copri	Prevotella	copri
Otu10017	96.078	Prevotella stercorea	Prevotella	stercorea
Otu10018	97.222	Prevotella copri	Prevotella	copri
Otu10019	97.619	Acidaminococcus fermentans	Acidaminococcus	fermentans
Otu10020	98.785	Prevotella copri	Prevotella	copri
Otu10021	94.466	Prevotella copri	Prevotella	copri
Otu10022	98.016	Roseburia intestinalis	Roseburia	intestinalis
Otu10023	98.024	Prevotella copri	Prevotella	copri
Otu10028	95.257	Prevotella copri	Prevotella	copri
Otu10029	97.628	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu10030	98.819	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu10031	98.039	Selenomonas bovis	Selenomonas	bovis
Otu10032	94.862	Murimonas intestini	Murimonas	intestini
Otu10033	97.59	Mitsuokella multacida	Mitsuokella	multacida
Otu10035	93.724	Oscillibacter valericigenes	Oscillibacter	valericigenes
Otu10036	94.094	Prevotella maculosa	Prevotella	maculosa
Otu10037	94.071	Ruminococcus callidus	Ruminococcus	callidus
Otu10038	98.406	Selenomonas ruminantium	Selenomonas	ruminantium
Otu10039	97.628	Lactobacillus caviae	Lactobacillus	caviae
Otu10040	96.838	Selenomonas bovis	Selenomonas	bovis
Otu10042	98.031	Megasphaera elsdenii	Megasphaera	elsdenii
Otu10043	98.419	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu10045	97.638	Collinsella aerofaciens	Collinsella	aerofaciens
Otu10046	98.016	Megasphaera elsdenii	Megasphaera	elsdenii
Otu10047	95.618	Selenomonas bovis	Selenomonas	bovis
Otu10048	98.024	[Eubacterium] rectale	[Eubacterium]	rectale
Otu10049	98.024	Prevotella copri	Prevotella	copri
Otu10051	98.394	Acidaminococcus fermentans	Acidaminococcus	fermentans
Otu10052	98.024	Coprococcus comes	Coprococcus	comes
Otu10053	94.071	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu10057	98.024	Coprococcus comes	Coprococcus	comes
Otu10058	98.039	Prevotella copri	Prevotella	copri
Otu10062	98.039	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu10063	95.257	Prevotella copri	Prevotella	copri
Otu10065	97.619	Acidaminococcus fermentans	Acidaminococcus	fermentans
Otu10066	97.638	Acidaminococcus fermentans	Acidaminococcus	fermentans
Otu10067	98.745	Clostridium chartatabidum	Clostridium	chartatabidum
Otu10068	98.425	Prevotella copri	Prevotella	copri
Otu10070	96.047	Faecalicatena orotica	Faecalicatena	orotica
Otu10071	96.4	Selenomonas bovis	Selenomonas	bovis
Otu10072	99.603	Megasphaera elsdenii	Megasphaera	elsdenii
Otu10073	96.825	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu10074	94.444	Ihubacter massiliensis	Ihubacter	massiliensis
Otu10075	98.031	Prevotella copri	Prevotella	copri
Otu10076	97.244	Coprococcus comes	Coprococcus	comes
Otu10083	95.257	Prevotella copri	Prevotella	copri
Otu10084	97.984	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu10086	98.016	Megasphaera elsdenii	Megasphaera	elsdenii
Otu10087	94.51	Flintibacter butyricus	Flintibacter	butyricus
Otu10088	98.024	[Eubacterium] rectale	[Eubacterium]	rectale
Otu10089	93.281	Prevotellamassilia timonensis	Prevotellamassilia	timonensis
Otu10091	98.419	Megasphaera elsdenii	Megasphaera	elsdenii
Otu10093	97.628	Ruminococcus faecis	Ruminococcus	faecis
Otu10094	98.047	Prevotella copri	Prevotella	copri
Otu10095	95.257	Prevotella copri	Prevotella	copri
Otu10096	95.652	Lachnospira pectinoschiza	Lachnospira	pectinoschiza
Otu10098	97.628	Selenomonas bovis	Selenomonas	bovis
Otu10099	98.016	Acidaminococcus fermentans	Acidaminococcus	fermentans
Otu10100	99.206	[Eubacterium] rectale	[Eubacterium]	rectale
Otu10102	96.032	Anaerovibrio lipolyticus	Anaerovibrio	lipolyticus
Otu10103	93.676	Prevotella multisaccharivorax	Prevotella	multisaccharivorax
Otu10104	96.443	Roseburia faecis	Roseburia	faecis
Otu10106	98.024	Treponema porcinum	Treponema	porcinum
Otu10108	93.281	Parabacteroides chongii	Parabacteroides	chongii
Otu10110	95.276	Prevotella copri	Prevotella	copri
Otu10111	97.959	Prevotella copri	Prevotella	copri
Otu10113	97.244	[Eubacterium] hallii	[Eubacterium]	hallii
Otu10115	93.676	Bacteroides xylanolyticus	Bacteroides	xylanolyticus
Otu10119	96.838	Moraxella nonliquefaciens	Moraxella	nonliquefaciens
Otu10120	97.628	Blautia faecicola	Blautia	faecicola
Otu10121	94.094	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu10122	95.276	Prevotella copri	Prevotella	copri
Otu10123	94.094	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu10124	97.619	Prevotella copri	Prevotella	copri
Otu10126	97.647	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu10131	96.838	Clostridium chartatabidum	Clostridium	chartatabidum
Otu10133	98.419	Megasphaera elsdenii	Megasphaera	elsdenii
Otu10135	98.031	Mitsuokella multacida	Mitsuokella	multacida
Otu10137	96.063	Prevotella stercorea	Prevotella	stercorea
Otu10138	98.024	Prevotella copri	Prevotella	copri
Otu10139	97.628	Prevotella copri	Prevotella	copri
Otu10140	98.024	Roseburia faecis	Roseburia	faecis
Otu10143	98.016	Megasphaera elsdenii	Megasphaera	elsdenii
Otu10144	96.443	Propionispira arcuata	Propionispira	arcuata
Otu10145	93.562	Treponema bryantii	Treponema	bryantii
Otu10146	95.635	Pseudoflavonifractor phocaeensis	Pseudoflavonifractor	phocaeensis
Otu10148	95.669	Prevotella copri	Prevotella	copri
Otu10149	97.211	Prevotella copri	Prevotella	copri
Otu10151	96.063	Lachnoclostridium pacaense	Lachnoclostridium	pacaense
Otu10153	93.651	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu10154	93.361	Monoglobus pectinilyticus	Monoglobus	pectinilyticus
Otu10157	98.024	Prevotella copri	Prevotella	copri
Otu10158	98.024	Prevotella copri	Prevotella	copri
Otu10160	98.814	Roseburia faecis	Roseburia	faecis
Otu10161	99.209	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu10166	98.016	Selenomonas bovis	Selenomonas	bovis
Otu10167	97.619	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu10168	93.307	Oscillibacter valericigenes	Oscillibacter	valericigenes
Otu10170	97.233	Prevotella copri	Prevotella	copri
Otu10172	96.063	Clostridium paraputrificum	Clostridium	paraputrificum
Otu10174	96.443	Butyrivibrio crossotus	Butyrivibrio	crossotus
Otu10175	98.425	Campylobacter coli	Campylobacter	coli
Otu10178	97.222	Selenomonas bovis	Selenomonas	bovis
Otu10179	95.257	Prevotella copri	Prevotella	copri
Otu10180	98.031	Prevotella copri	Prevotella	copri
Otu10182	98.016	Selenomonas bovis	Selenomonas	bovis
Otu10188	94.488	Sporobacter termitidis	Sporobacter	termitidis
Otu10189	94.048	Enterorhabdus muris	Enterorhabdus	muris
Otu10191	98.824	Olsenella scatoligenes	Olsenella	scatoligenes
Otu10192	98.406	Prevotella copri	Prevotella	copri
Otu10194	98.024	Phascolarctobacterium succinatutens	Phascolarctobacterium	succinatutens
Otu10195	98.024	Prevotella copri	Prevotella	copri
Otu10196	97.233	Prevotella copri	Prevotella	copri
Otu10197	98.419	Megasphaera elsdenii	Megasphaera	elsdenii
Otu10198	93.359	Butyricicoccus pullicaecorum	Butyricicoccus	pullicaecorum
Otu10200	98.79	Megasphaera elsdenii	Megasphaera	elsdenii
Otu10201	98.814	Streptococcus pasteurianus	Streptococcus	pasteurianus
Otu10203	98.419	Lactobacillus delbrueckii	Lactobacillus	delbrueckii
Otu10205	96.032	Propionispira arcuata	Propionispira	arcuata
Otu10208	97.638	Prevotella copri	Prevotella	copri
Otu10210	99.187	Coprococcus comes	Coprococcus	comes
Otu10211	98.819	Lactobacillus ultunensis	Lactobacillus	ultunensis
Otu10212	96.863	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu10214	98.016	Acidaminococcus fermentans	Acidaminococcus	fermentans
Otu10216	98.824	Roseburia hominis	Roseburia	hominis
Otu10217	95.669	Intestinimonas butyriciproducens	Intestinimonas	butyriciproducens
Otu10218	97.233	Kineothrix alysoides	Kineothrix	alysoides
Otu10221	96.371	Luteitalea pratensis	Luteitalea	pratensis
Otu10222	97.233	Prevotella copri	Prevotella	copri
Otu10225	97.619	Megasphaera elsdenii	Megasphaera	elsdenii
Otu10226	97.619	Acidaminococcus fermentans	Acidaminococcus	fermentans
Otu10228	96.85	Prevotella stercorea	Prevotella	stercorea
Otu10230	96.457	Prevotella stercorea	Prevotella	stercorea
Otu10231	98.031	Mailhella massiliensis	Mailhella	massiliensis
Otu10232	98.024	Prevotella copri	Prevotella	copri
Otu10233	95.276	Succinivibrio dextrinosolvens	Succinivibrio	dextrinosolvens
Otu10235	97.107	Blautia wexlerae	Blautia	wexlerae
Otu10236	97.233	Pseudolabrys taiwanensis	Pseudolabrys	taiwanensis
Otu10237	98.031	Clostridium chartatabidum	Clostridium	chartatabidum
Otu10238	96.414	Faecalibacterium prausnitzii	Faecalibacterium	prausnitzii
Otu10239	99.569	Prevotella copri	Prevotella	copri
Otu10240	95.669	Propionispira arcuata	Propionispira	arcuata
Otu10242	94.872	Prevotella fusca	Prevotella	fusca
Otu10244	94.862	Acutalibacter muris	Acutalibacter	muris
Otu10246	94.444	Megasphaera hexanoica	Megasphaera	hexanoica
Otu10247	97.233	Rosenbergiella australiborealis	Rosenbergiella	australiborealis
